gene_id	symbol	PROseq
FBgn0022709	Adk1	314
FBgn0036266	CG5626	368
FBgn0260941	app	71
FBgn0036271	Pbgs	419
FBgn0036272	Sms	773
FBgn0267218	lncRNA:CR45658	0
FBgn0036274	CG4328	0
FBgn0036278	CrzR	1
FBgn0036279	Ncc69	1022
FBgn0052104	CG32104	440
FBgn0036282	Smyd4-2	98
FBgn0052103	SCaMC	1000
FBgn0020655	ArfGAP1	1292
FBgn0036285	toe	8
FBgn0000625	eyg	1
FBgn0052102	CG32102	0
FBgn0036287	CG10663	48
FBgn0036288	CG10660	113
FBgn0036289	CG10657	136
FBgn0036290	CG10638	1009
FBgn0036292	CG10646	469
FBgn0036294	CG10654	33
FBgn0002466	sti	1634
FBgn0020388	Gcn5	1561
FBgn0004926	eIF2beta	2826
FBgn0036298	nst	1026
FBgn0036299	Tsf2	2875
FBgn0036301	CG4069	814
FBgn0036302	sowah	4701
FBgn0263379	lncRNA:CR43431	0
FBgn0261933	SmD1	212
FBgn0010235	Klc	550
FBgn0036306	CG10973	208
FBgn0036309	Hip1	263
FBgn0052106	CG32106	2
FBgn0036310	CG10969	5
FBgn0260945	Atg1	2955
FBgn0267984	asRNA:CR46251	2
FBgn0036314	Sf3a2	98
FBgn0036316	CG10960	66
FBgn0036317	CG10948	710
FBgn0052107	CG32107	2
FBgn0036320	CG10943	0
FBgn0036324	CG12520	134
FBgn0052117	CG32117	12
FBgn0052115	CG32115	2128
FBgn0036325	CG10752	0
FBgn0041622	Or69a	0
FBgn0036327	CG10748	0
FBgn0036332	Cul6	1686
FBgn0036333	MICAL-like	1421
FBgn0036335	mRpL20	41
FBgn0266994	asRNA:CR45445	16
FBgn0036337	AdenoK	525
FBgn0266709	Zmynd10	7
FBgn0036343	CG14115	0
FBgn0263661	lncRNA:CR43652	0
FBgn0036345	CG17300	0
FBgn0036346	CG11251	0
FBgn0052119	CG32119	0
FBgn0264514	lncRNA:CR43913	0
FBgn0267317	lncRNA:CR45753	0
FBgn0265752	lncRNA:CR44559	0
FBgn0036351	CG14107	1
FBgn0036353	CG10171	305
FBgn0036354	Poc1	514
FBgn0002573	sens	5
FBgn0036356	CG10222	293
FBgn0052121	CG32121	6
FBgn0053263	CG33263	0
FBgn0260459	CG14106	0
FBgn0036359	CG14105	0
FBgn0036360	CG10713	53
FBgn0036361	CG10154	0
FBgn0036363	CG10140	0
FBgn0036366	JMJD7	287
FBgn0036367	CG10116	0
FBgn0036369	CG10089	54
FBgn0036372	Abp1	958
FBgn0086785	Vps36	239
FBgn0036377	CG10710	267
FBgn0036380	CG8757	3
FBgn0036381	CG8745	277
FBgn0264006	dysc	13
FBgn0026376	Rgl	1696
FBgn0036386	CG8833	391
FBgn0025874	Meics	616
FBgn0036391	CG17364	4
FBgn0036396	CG17359	258
FBgn0036397	Nprl3	779
FBgn0052133	Ptip	2094
FBgn0061515	endos	348
FBgn0265295	asRNA:CR42871	96
FBgn0283503	Neurl4	954
FBgn0267736	asRNA:CR46067	1
FBgn0000639	Fbp1	0
FBgn0036411	Sox21a	2
FBgn0042630	Sox21b	9
FBgn0000411	D	0
FBgn0036414	nan	0
FBgn0266948	lncRNA:CR45399	16
FBgn0266383	lncRNA:CR45025	0
FBgn0036421	CG13481	0
FBgn0036422	CG3868	171
FBgn0003459	stwl	904
FBgn0087007	bbg	106
FBgn0036427	CG4613	1
FBgn0036428	Gbs-70E	3416
FBgn0040318	HGTX	2
FBgn0027375	RecQ5	927
FBgn0036436	CG4914	16
FBgn0036440	CG17177	0
FBgn0036443	CG13471	0
FBgn0053260	CG33260	365
FBgn0036447	CG17173	176
FBgn0036448	mop	2189
FBgn0036449	bmm	2499
FBgn0029148	NHP2	73
FBgn0001120	gnu	4
FBgn0036462	mRpL39	1184
FBgn0036463	Reck	14365
FBgn0261090	Sytbeta	11
FBgn0036465	Rpn12R	0
FBgn0025776	ind	0
FBgn0086690	Plp	1319
FBgn0036474	Or71a	218
FBgn0036476	sstn	1385
FBgn0264704	lncRNA:CR43973	59
FBgn0264703	CR43972	131
FBgn0264702	asRNA:CR43971	54
FBgn0036481	CG16959	263
FBgn0036482	CG13457	932
FBgn0036483	CG12316	2622
FBgn0014002	Pdi	17921
FBgn0047178	CG32147	163
FBgn0036486	Msh6	1182
FBgn0036489	CG7011	1152
FBgn0036492	Best3	0
FBgn0036496	CG7804	3
FBgn0036497	Ran-like	0
FBgn0040805	CG12355	1
FBgn0026738	CG7857	427
FBgn0036502	CG7841	1669
FBgn0004228	mex1	0
FBgn0262689	asRNA:CR43159	93
FBgn0036505	CG7945	1016
FBgn0053986	CG33986	0
FBgn0053985	CG33985	0
FBgn0053983	obst-H	1
FBgn0262893	CG43248	3
FBgn0036509	CG7739	887
FBgn0261109	mrn	488
FBgn0036516	CG7656	544
FBgn0036519	CG7650	571
FBgn0036520	CG13449	0
FBgn0259236	comm3	59
FBgn0004590	Eig71Ec	0
FBgn0004592	Eig71Ee	0
FBgn0004593	Eig71Ef	0
FBgn0036528	CG7579	1
FBgn0085481	CG34452	2
FBgn0085480	CG34451	3
FBgn0041160	comm2	69
FBgn0010105	comm	28
FBgn0261722	fwe	1485
FBgn0036534	DCP2	1140
FBgn0036537	CG18081	317
FBgn0036538	CG15715	513
FBgn0052150	meru	2
FBgn0036544	sff	20
FBgn0000489	Pka-C3	133
FBgn0263599	l(3)72Ab	3079
FBgn0000212	brm	4346
FBgn0263600	DNApol-delta	1101
FBgn0036556	CG5830	1838
FBgn0263601	mib1	1176
FBgn0264601	lncRNA:CR43950	2
FBgn0264600	lncRNA:CR43949	2
FBgn0260635	Diap1	2659
FBgn0263602	Tasp1	391
FBgn0036565	CG5235	602
FBgn0036567	CG13074	0
FBgn0036570	IntS9	393
FBgn0263603	Zn72D	3209
FBgn0003076	Pgm1	713
FBgn0036575	CG5157	104
FBgn0266986	lncRNA:CR45437	0
FBgn0036577	CG13073	6
FBgn0263605	l(3)72Dn	1043
FBgn0036580	PDCD-5	282
FBgn0036583	CG13055	0
FBgn0036584	CG13054	0
FBgn0036587	CG4950	0
FBgn0036591	CG13050	0
FBgn0036592	CG13049	0
FBgn0036593	CG13048	1
FBgn0036594	CG13047	0
FBgn0036595	CG13046	0
FBgn0036596	CG13045	0
FBgn0036597	CG4962	0
FBgn0036608	CG13040	0
FBgn0036609	CG13039	0
FBgn0036614	Golgin104	749
FBgn0011693	Pdh	0
FBgn0266417	ringer	12
FBgn0036619	Cpr72Ec	8
FBgn0036621	roq	3014
FBgn0036622	Agpat4	14
FBgn0036623	Agpat3	359
FBgn0266099	CG44836	0
FBgn0014163	fax	4311
FBgn0036629	GluRS-m	68
FBgn0027080	TyrRS	1197
FBgn0261799	dsx-c73A	37
FBgn0004569	aos	7607
FBgn0260388	CG42514	798
FBgn0263131	CG43373	6
FBgn0036638	CG13033	0
FBgn0026061	Mipp1	12
FBgn0036640	nxf2	1538
FBgn0036641	Smn	444
FBgn0036643	Syx8	139
FBgn0003741	tra	373
FBgn0027500	spd-2	1316
FBgn0036646	CR18217	414
FBgn0036648	CG4098	227
FBgn0002284	Prosbeta6	886
FBgn0004465	Su(P)	986
FBgn0017572	Mo25	1083
FBgn0000017	Abl	14076
FBgn0260960	Baldspot	10058
FBgn0010223	Galphaf	86
FBgn0040512	zetaCOP	1472
FBgn0004556	Dbp73D	1188
FBgn0267934	lncRNA:CR46214	9
FBgn0036660	CG13025	917
FBgn0025582	eIF3e	2447
FBgn0036663	CG9674	6772
FBgn0036665	CG13024	14
FBgn0003250	Rh4	48
FBgn0036677	CG13023	1
FBgn0036678	CG11905	1
FBgn0036680	Cpr73D	0
FBgn0036684	CG3764	3595
FBgn0036685	CG6664	1647
FBgn0036687	CG6652	9
FBgn0036690	Ilp8	18
FBgn0261872	scaf6	932
FBgn0260943	Rbp6	14
FBgn0036702	CG6512	3305
FBgn0036704	CG6497	0
FBgn0036706	ND-24L	0
FBgn0036708	CG13725	0
FBgn0036709	Or74a	0
FBgn0265757	lncRNA:CR44564	248
FBgn0036710	CG6479	1003
FBgn0036711	CG13727	0
FBgn0036712	brv2	0
FBgn0036713	Mip	0
FBgn0036715	Cad74A	1
FBgn0036716	CG13728	1
FBgn0036717	CG13731	0
FBgn0266669	Sec3	792
FBgn0053051	CG33051	92
FBgn0053052	Gorab	849
FBgn0036723	CG12229	0
FBgn0036729	CG13733	5
FBgn0036731	CG6333	0
FBgn0036733	U4-U6-60K	1286
FBgn0036735	Edc3	3599
FBgn0023197	Jon74E	14
FBgn0025455	CycT	2879
FBgn0000567	Eip74EF	1474
FBgn0036740	Vps60	973
FBgn0004401	Pep	9658
FBgn0262531	CG43085	9
FBgn0036746	Crtc	1854
FBgn0036747	CG6052	0
FBgn0036750	CG6034	0
FBgn0036751	Adgf-B	5
FBgn0261998	CG42816	207
FBgn0052190	NUCB1	2483
FBgn0036754	CG5589	929
FBgn0052187	CG32187	283
FBgn0052191	CG32191	1
FBgn0036756	Cln3	0
FBgn0036757	Ir75a	0
FBgn0261402	Ir75b	0
FBgn0261401	Ir75c	0
FBgn0036759	CG5577	53
FBgn0036760	CG5567	338
FBgn0036761	MED19	1334
FBgn0036764	CG5535	1183
FBgn0036766	CG5506	0
FBgn0036769	Tsp74F	29
FBgn0036770	Prestin	1078
FBgn0036772	CG5290	1019
FBgn0000568	Eip75B	4126
FBgn0264748	CG44006	11
FBgn0264747	CG44005	2
FBgn0264746	CG44004	1
FBgn0262898	lncRNA:CR43253	0
FBgn0052194	lncRNA:CR32194	0
FBgn0036773	CG13698	45
FBgn0036775	RpIIIC53	1387
FBgn0262100	CG42853	0
FBgn0036778	Cyp312a1	0
FBgn0036781	CG13699	1
FBgn0003997	hid	1129
FBgn0036784	CG5103	0
FBgn0036785	CG13700	0
FBgn0015946	grim	0
FBgn0011706	rpr	841
FBgn0267935	lncRNA:CR46215	0
FBgn0036786	skl	3
FBgn0052196	CG32196	145
FBgn0036787	CG4306	1
FBgn0036789	AstC-R2	1
FBgn0003683	term	0
FBgn0036793	CG4174	0
FBgn0036799	CG13380	1
FBgn0013717	not	668
FBgn0042134	Capr	5435
FBgn0040322	GNBP2	460
FBgn0036804	Sgf11	82
FBgn0036805	Chmp1	263
FBgn0036806	Cyp12c1	64
FBgn0036808	Dic4	0
FBgn0036809	CG12477	15
FBgn0036812	Nufip	1102
FBgn0001078	ftz-f1	2504
FBgn0267601	lncRNA:CR45939	4004
FBgn0036814	CG14073	4308
FBgn0036816	Indy	5073
FBgn0267572	asRNA:CR45912	18
FBgn0025807	Rad9	280
FBgn0036821	CG3961	760
FBgn0036824	CG3902	4319
FBgn0036826	arx	196
FBgn0027057	CSN1b	1168
FBgn0036829	Ir75d	0
FBgn0036830	CG14077	2
FBgn0036832	CG18223	0
FBgn0036833	CG3819	0
FBgn0052204	CG32204	8
FBgn0036836	CG11619	54
FBgn0085285	CG34256	39
FBgn0036837	CG18135	752
FBgn0036838	CG3808	2242
FBgn0036839	SmydA-2	8
FBgn0002945	nkd	9443
FBgn0015586	Acp76A	17
FBgn0036842	Ugt316A1	1980
FBgn0036844	Mkp3	1703
FBgn0036847	CNPYb	1078
FBgn0036848	Naxd	920
FBgn0036850	Gem2	618
FBgn0016797	fz2	254
FBgn0267603	lncRNA:CR45941	5
FBgn0036853	mRpL21	160
FBgn0026630	nes	2145
FBgn0017578	Max	590
FBgn0036857	Aldh7A1	5
FBgn0036858	CG14088	0
FBgn0036862	Gbs-76A	1365
FBgn0003089	pip	1365
FBgn0052206	CG32206	10
FBgn0052205	hpRNA:CR32205	127
FBgn0267296	lncRNA:CR45732	92
FBgn0053062	CG33062	1045
FBgn0036870	CG14095	49
FBgn0052207	hpRNA:CR32207	739
FBgn0036874	brv1	34
FBgn0062928	hpRNA:CR33940	721
FBgn0036875	CG9449	32
FBgn0036876	CG9451	2
FBgn0036877	CG9452	25
FBgn0036878	Cpr76Ba	0
FBgn0036882	CG9279	265
FBgn0262517	Ltn1	5362
FBgn0265888	lncRNA:CR44677	0
FBgn0005564	Shal	670
FBgn0036887	CG9231	224
FBgn0036889	CG14100	513
FBgn0005386	ash1	4119
FBgn0020277	lush	19
FBgn0036892	Lon	3474
FBgn0260655	l(3)76BDm	2164
FBgn0036896	wnd	3445
FBgn0036897	CG8786	992
FBgn0022774	Oat	123
FBgn0036899	tey	18
FBgn0265889	lncRNA:CR44678	4
FBgn0036900	CG8765	1515
FBgn0261341	verm	17
FBgn0260653	serp	14
FBgn0262516	Trpml	0
FBgn0036906	CG14102	494
FBgn0036908	TORIP	464
FBgn0083952	CG34116	141
FBgn0036910	Cyp305a1	9
FBgn0023094	cyc	614
FBgn0036911	Fibp	1120
FBgn0003744	trc	2032
FBgn0262518	Rab8	518
FBgn0262519	Mi-2	5503
FBgn0036916	Mtr3	324
FBgn0020887	Su(z)12	1277
FBgn0036920	CG8004	257
FBgn0052219	CG32219	1
FBgn0085287	CG34258	0
FBgn0053710	CG33710	0
FBgn0261507	CG42655	0
FBgn0261506	CG42654	0
FBgn0259148	CG42263	0
FBgn0036924	hale	0
FBgn0052220	Csas	0
FBgn0005633	fln	0
FBgn0036927	Gabat	42
FBgn0036931	CG14183	237
FBgn0036932	CG14184	499
FBgn0036934	sNPF-R	6
FBgn0036935	CG14186	0
FBgn0036937	Ir76b	1
FBgn0036939	CG7365	1
FBgn0036940	obst-J	0
FBgn0036941	CG7335	0
FBgn0036942	CG7328	52
FBgn0261556	CG42674	13049
FBgn0036947	obst-F	6
FBgn0036948	CG7298	35
FBgn0036949	CG7290	20
FBgn0052224	asRNA:CR32224	17
FBgn0036951	CG7017	104
FBgn0036952	CG6933	129
FBgn0036958	CG17233	3003
FBgn0036964	FRG1	243
FBgn0052226	Pex23	1867
FBgn0052225	CG32225	1
FBgn0264467	asRNA:CR43875	19
FBgn0036972	CR6434	4
FBgn0036973	Rbbp5	266
FBgn0259676	DNApol-alpha60	483
FBgn0036978	Toll-9	8
FBgn0001247	Ide	2050
FBgn0027565	CG5498	411
FBgn0264572	asRNA:CR43944	657
FBgn0053969	CG33969	1263
FBgn0028978	trbl	5282
FBgn0036984	CG13248	30
FBgn0036986	CG5282	6
FBgn0036987	CG5274	795
FBgn0036988	CG5262	892
FBgn0029158	Las	1043
FBgn0036990	mRpL15	270
FBgn0036992	Hpd	0
FBgn0036994	CG5199	861
FBgn0036995	atk	4
FBgn0261832	CG42764	2
FBgn0052428	CG32428	1793
FBgn0037000	ZnT77C	122
FBgn0037007	CG5059	757
FBgn0037008	mTerf3	457
FBgn0037010	CG4825	1260
FBgn0037012	Rcd2	1811
FBgn0001323	knrl	0
FBgn0001320	kni	0
FBgn0037015	cmpy	2
FBgn0045474	Gr77a	1
FBgn0053912	CG33912	0
FBgn0037017	CG4074	90
FBgn0037018	CG4042	132
FBgn0037019	Pex16	304
FBgn0037021	CG11399	4771
FBgn0037022	CG11396	1598
FBgn0027364	Six4	3
FBgn0037023	CG3698	4
FBgn0037026	CG3634	1052
FBgn0037028	CG3618	303
FBgn0086915	Mst77F	3
FBgn0266933	asRNA:CR45384	5
FBgn0027055	CSN3	1060
FBgn0052432	CG32432	3
FBgn0265897	lncRNA:CR44686	1
FBgn0011591	fng	690
FBgn0037036	Sems	0
FBgn0037038	CG11037	0
FBgn0037039	CG10587	0
FBgn0037040	CG12983	2
FBgn0053287	CG33287	1
FBgn0053286	CG33286	1
FBgn0003415	skd	10897
FBgn0267451	asRNA:CR45801	6
FBgn0037045	CG10584	272
FBgn0037051	CG10565	4593
FBgn0024150	Ac78C	53
FBgn0259239	CG42337	28
FBgn0041100	park	309
FBgn0053054	CG33054	111
FBgn0053056	CG33056	1146
FBgn0037059	CG10510	2
FBgn0037061	CG12975	154
FBgn0037063	CG9391	557
FBgn0037064	CG9389	250
FBgn0012034	AcCoAS	3657
FBgn0027945	ppl	91
FBgn0037065	CG12974	4
FBgn0037067	Cpr78Ca	0
FBgn0037070	CG11309	298
FBgn0003042	Pc	1396
FBgn0037074	CG7324	3333
FBgn0037076	ebd2	194
FBgn0037078	CG12971	6
FBgn0002842	sa	0
FBgn0037081	barc	3634
FBgn0037082	CG5664	2264
FBgn0283479	Alp1	0
FBgn0014143	croc	0
FBgn0037085	Neu2	1
FBgn0037086	CG7202	4
FBgn0015239	Hr78	2842
FBgn0264561	Glg1	3881
FBgn0026371	SAK	1399
FBgn0052442	Arv1	300
FBgn0029152	Mkrn1	2085
FBgn0037098	Wnk	5078
FBgn0037099	CG7173	0
FBgn0037100	CapaR	0
FBgn0037102	CRIF	137
FBgn0264567	lncRNA:CR43939	1
FBgn0037105	S1P	1385
FBgn0037107	CG7166	13
FBgn0037109	MED1	3753
FBgn0267618	lncRNA:CR45956	0
FBgn0267580	lncRNA:CR45920	1
FBgn0037116	Als2	2132
FBgn0261059	Sfp78E	0
FBgn0052447	CG32447	17
FBgn0037120	CG11247	1876
FBgn0037122	CG14570	0
FBgn0037123	CG14569	0
FBgn0037126	CG14567	2
FBgn0037127	CG14566	2
FBgn0037129	CG14565	6
FBgn0037130	Syn1	520
FBgn0263001	lncRNA:CR43309	17
FBgn0046301	CG7148	744
FBgn0037138	P5CDh1	1118
FBgn0264470	lncRNA:CR43878	0
FBgn0037141	DNApol-eta	1157
FBgn0267453	lncRNA:CR45803	1
FBgn0037147	CG7140	0
FBgn0027532	CG7139	3798
FBgn0037150	CG7133	1320
FBgn0037151	CG7130	126
FBgn0267633	lncRNA:CR45971	0
FBgn0028500	Rich	1970
FBgn0037156	CG11523	211
FBgn0267622	asRNA:CR45960	188
FBgn0011771	Hem	2113
FBgn0037163	laza	0
FBgn0266979	lncRNA:CR45430	0
FBgn0263036	CG43331	0
FBgn0263034	CG43329	1
FBgn0037171	CG14459	510
FBgn0262951	lncRNA:CR43270	0
FBgn0037175	CG14455	0
FBgn0267947	lncRNA:CR46227	0
FBgn0037182	ArfGAP3	3514
FBgn0037183	CG14451	10
FBgn0037184	CG14450	465
FBgn0037186	CG11241	284
FBgn0010830	l(3)04053	1871
FBgn0027339	jim	1775
FBgn0052462	CG32462	1
FBgn0052459	CG32459	1
FBgn0037199	CG11137	137
FBgn0010348	Arf79F	6079
FBgn0267630	asRNA:CR45968	219
FBgn0044324	Chro	5607
FBgn0267632	asRNA:CR45970	11
FBgn0052461	CG32461	0
FBgn0024733	RpL10	9857
FBgn0052350	Vps11	1871
FBgn0010215	alpha-Cat	8534
FBgn0266684	lncRNA:CR45174	18
FBgn0058053	lncRNA:CR40053	5
FBgn0040020	MED21	305
FBgn0040001	FASN3	4
FBgn0058178	CG40178	8193
FBgn0085599	CG41284	2
FBgn0260997	CG42598	11
FBgn0267983	lncRNA:CR46250	1
FBgn0020660	eIF4B	0
FBgn0039959	CG17514	2000
FBgn0267431	Myo81F	12371
FBgn0086917	spok	25
FBgn0086378	Alg-2	2500
FBgn0263977	Tim17b	4056
FBgn0069923	CG41128	88
FBgn0039955	CG41099	8358
FBgn0259821	CG42402	2
FBgn0027341	Gfat1	0
FBgn0037213	CG12581	0
FBgn0053294	CR33294	590
FBgn0037215	beta-Man	4332
FBgn0037218	aux	3178
FBgn0015331	abs	1117
FBgn0010225	Gel	3552
FBgn0037223	TwdlU	37
FBgn0037224	TwdlF	2
FBgn0037227	TwdlV	0
FBgn0041621	Or82a	20
FBgn0037228	CG1092	3697
FBgn0041605	cpx	4
FBgn0027930	MP1	446
FBgn0267815	asRNA:CR46140	134
FBgn0037232	Suv3	1083
FBgn0037234	CG9795	2266
FBgn0037235	CG1103	639
FBgn0037238	CG1090	63
FBgn0266227	lncRNA:CR44922	4
FBgn0037239	Sfxn1-3	88
FBgn0037240	Cont	4143
FBgn0003882	tub	1904
FBgn0037241	CG14646	995
FBgn0267814	asRNA:CR46139	23
FBgn0267661	asRNA:CR45999	344
FBgn0037244	CG14647	580
FBgn0263594	lost	9034
FBgn0051528	CG31528	5
FBgn0051525	CG31525	40
FBgn0037250	CG1074	1144
FBgn0264983	asRNA:CR44134	59
FBgn0037252	CG14650	2325
FBgn0263620	asRNA:CR43629	67
FBgn0037254	CG14651	1
FBgn0037255	Fip1	1526
FBgn0037260	Mur82C	0
FBgn0087012	5-HT2A	14
FBgn0022981	rpk	1
FBgn0087013	Karybeta3	9626
FBgn0037265	spartin	374
FBgn0010750	atms	959
FBgn0037279	CG1129	1581
FBgn0037280	BBS5	27
FBgn0003002	opa	2
FBgn0267140	lncRNA:CR45580	1
FBgn0004913	Gnf1	2071
FBgn0265082	Cdep	4899
FBgn0266698	lncRNA:CR45188	182
FBgn0037290	CG1124	22
FBgn0263455	asRNA:CR43478	0
FBgn0267145	lncRNA:CR45585	4
FBgn0037293	CG12007	804
FBgn0037295	dpr16	1
FBgn0037294	CG12590	2
FBgn0037297	CG1116	749
FBgn0037299	Vps37B	981
FBgn0037301	Mms19	1515
FBgn0037304	CG1113	4
FBgn0264785	Hph	2364
FBgn0037310	Tim17b1	0
FBgn0037313	CG1161	812
FBgn0051542	CG31542	0
FBgn0085306	CG34277	0
FBgn0037317	CG14667	553
FBgn0041707	7B2	19
FBgn0264712	CG1172	2222
FBgn0037326	CG14669	10
FBgn0037329	POLDIP2	517
FBgn0011715	Snr1	604
FBgn0037332	Hcs	1850
FBgn0051550	CG31550	2027
FBgn0010051	Itp-r83A	4434
FBgn0037338	Snm1	719
FBgn0267811	asRNA:CR46136	8
FBgn0037341	CG12746	471
FBgn0041191	Rheb	930
FBgn0023023	CRMP	2307
FBgn0037345	rev7	56
FBgn0283535	Vha26	5161
FBgn0037347	CG1427	653
FBgn0263619	asRNA:ASTR	22
FBgn0019637	Atu	1369
FBgn0037351	RpL13A	2656
FBgn0051551	CG31551	24
FBgn0051549	CG31549	333
FBgn0037354	CG12171	310
FBgn0037356	CG12170	884
FBgn0262125	Sec23	5514
FBgn0037359	MED27	198
FBgn0264902	asRNA:CR44093	175
FBgn0046222	Wdr33	2712
FBgn0037363	Atg17	4325
FBgn0261261	plx	1636
FBgn0266229	lncRNA:CR44924	0
FBgn0037368	CG1239	382
FBgn0037370	CG1236	306
FBgn0027497	Madm	2065
FBgn0037374	jagn	1032
FBgn0037375	kat-60L1	43
FBgn0028690	Rpn5	2764
FBgn0037377	CG1218	455
FBgn0037379	CG10979	3821
FBgn0263353	CG11000	96
FBgn0261561	CG42675	40
FBgn0037384	dgrn	1988
FBgn0037385	glob3	6
FBgn0037386	CG1208	0
FBgn0037387	CG1213	1
FBgn0037388	CG14676	0
FBgn0085316	CG34287	0
FBgn0028436	ECSIT	282
FBgn0267399	lncRNA:CR45761	0
FBgn0267400	lncRNA:CR45762	0
FBgn0266232	lncRNA:CR44927	0
FBgn0037397	CR1075	0
FBgn0046878	Obp83cd	1
FBgn0037402	Vha14-2	0
FBgn0037405	CG1077	0
FBgn0037406	Osi1	0
FBgn0051562	CR31562	0
FBgn0037408	NPFR	0
FBgn0037409	Osi24	0
FBgn0037410	Osi2	0
FBgn0037411	Osi3	0
FBgn0037413	Osi5	0
FBgn0027527	Osi6	0
FBgn0037414	Osi7	0
FBgn0037415	Osi8	0
FBgn0037416	Osi9	0
FBgn0037417	Osi10	1
FBgn0037419	Osi12	0
FBgn0037421	CG15594	0
FBgn0037422	Osi13	0
FBgn0040279	Osi14	0
FBgn0037424	Osi15	0
FBgn0051561	Osi16	0
FBgn0267690	CG46026	1
FBgn0051560	CG31560	0
FBgn0037427	Osi17	1
FBgn0037428	Osi18	0
FBgn0037429	Osi19	14
FBgn0037430	Osi20	0
FBgn0037431	CG17917	3
FBgn0037432	CG10298	0
FBgn0037433	CG17919	2
FBgn0037435	CG18048	451
FBgn0037436	Hr83	3
FBgn0267698	Pak	2023
FBgn0037439	CG10286	1827
FBgn0260766	CG42564	4
FBgn0010282	TfIIFalpha	1270
FBgn0037442	godzilla	1028
FBgn0264495	gpp	8408
FBgn0037446	Zif	993
FBgn0037447	Neurochondrin	1
FBgn0037448	CG15186	6
FBgn0037449	CG15185	0
FBgn0046873	Pif2	0
FBgn0037455	CG2336	0
FBgn0051482	CG31482	0
FBgn0037462	sunz	0
FBgn0051286	CG31286	0
FBgn0010355	Taf1	4330
FBgn0262801	twr	3081
FBgn0000552	Edg84A	0
FBgn0004777	Ccp84Ag	0
FBgn0004780	Ccp84Ad	0
FBgn0004783	Ccp84Aa	0
FBgn0000071	Ama	221
FBgn0266235	lncRNA:CR44930	106
FBgn0261638	lncRNA:CR42721	5
FBgn0000439	Dfd	3
FBgn0267565	lncRNA:CR45905	0
FBgn0001077	ftz	0
FBgn0267559	lncRNA:CR45899	1
FBgn0266238	lncRNA:CR44933	0
FBgn0024289	Sodh-1	1
FBgn0026563	CG1979	0
FBgn0019828	dj	0
FBgn0037463	djl	1
FBgn0037464	CG1988	1
FBgn0037466	CG1965	1957
FBgn0037468	CG1943	999
FBgn0037469	Dpck	211
FBgn0003884	alphaTub84B	13347
FBgn0037472	CG10098	1061
FBgn0262149	lncRNA:CR42875	8
FBgn0051248	CG31248	229
FBgn0051493	CG31493	0
FBgn0037475	Fer1	4
FBgn0037478	CG2656	1629
FBgn0011020	Sas-4	1110
FBgn0002306	sas	10
FBgn0086372	lap	2547
FBgn0037483	CG14609	216
FBgn0037487	thw	8
FBgn0037488	CG14607	0
FBgn0037490	CG10053	165
FBgn0037492	CG10050	721
FBgn0265426	lncRNA:CR44338	0
FBgn0028400	Syt4	0
FBgn0037493	CR10032	0
FBgn0045843	RacGAP84C	0
FBgn0283626	lncRNA:CR46299	0
FBgn0265423	CG44335	0
FBgn0051496	CG31496	0
FBgn0051501	nxf4	0
FBgn0267120	lncRNA:CR45560	0
FBgn0261502	CG42650	0
FBgn0037501	Ir84a	0
FBgn0283627	CR46300	0
FBgn0037502	wa-cup	0
FBgn0037503	CG14598	0
FBgn0027934	alpha-Est4aPsi	0
FBgn0003885	alphaTub84D	1415
FBgn0015570	alpha-Est2	0
FBgn0051146	Nlg1	1
FBgn0265200	lncRNA:CR44260	0
FBgn0037512	CG2616	0
FBgn0037514	CG10919	0
FBgn0037515	Sp7	1077
FBgn0037517	CG10086	1
FBgn0037518	CG2641	263
FBgn0051472	sgll	211
FBgn0051473	CG31473	110
FBgn0085413	CG34384	10
FBgn0037526	ArgRS-m	540
FBgn0260005	wtrw	37
FBgn0024909	Taf7	442
FBgn0014931	CG2678	337
FBgn0002542	lds	1660
FBgn0037535	PIG-H	403
FBgn0037536	CG2698	1534
FBgn0037538	CG3223	720
FBgn0037540	Pbp95	590
FBgn0037543	CG10903	510
FBgn0010812	unc-45	1146
FBgn0266241	lncRNA:CR44936	2
FBgn0037546	mAChR-B	138
FBgn0037547	CG7910	3
FBgn0037548	CG7900	2536
FBgn0243512	puc	33081
FBgn0037549	CG7878	7491
FBgn0037551	Arl8	4420
FBgn0037552	CG7800	670
FBgn0037553	CG18249	54
FBgn0267110	lncRNA:CR45550	0
FBgn0037554	DNApol-iota	1737
FBgn0040528	CG15864	65
FBgn0260386	mtg	82
FBgn0014861	Mcm2	2143
FBgn0010433	ato	0
FBgn0037562	Nazo	27
FBgn0051464	CG31464	1
FBgn0051463	CG31463	0
FBgn0037566	mRpL1	520
FBgn0037572	CG11698	0
FBgn0037573	CG7483	1767
FBgn0062412	Ctr1B	2
FBgn0037576	Or85a	0
FBgn0037577	CG7443	0
FBgn0004908	Arl2	119
FBgn0037580	DppIII	3595
FBgn0037581	CG7352	205
FBgn0261108	Atg13	1687
FBgn0020249	stck	1051
FBgn0037584	CG7963	117
FBgn0037592	CG11737	484
FBgn0051454	CG31454	33
FBgn0051259	CG31259	4
FBgn0037594	Or85d	196
FBgn0266916	Cenp-C	1855
FBgn0261929	5-HT2B	130
FBgn0037603	CG11753	278
FBgn0037606	CG8032	1247
FBgn0037607	CG8036	3966
FBgn0037608	mRpL19	863
